C2H5OC2H5+CH3=C2H5OCH2CH2+CH4                     	10.0774	2.8800	15042.0	5.5727	3.0415	9955.2	5.05	2.21	1.23	1.25	1.75	2.29	2.85	3.41	3.97	4.51	5.04	5.55	6.04	6.50	6.95	7.37	
C2H5OC2H5+HO2=C2H5OCH2CH2+H2O2                    	-7.2211	4.7000	13032.0	-0.4339	4.0437	9522.6	513.16	252.72	150.00	100.25	72.61	55.68	44.55	36.81	31.19	26.96	23.69	21.09	19.00	17.27	15.83	14.61	
C2H5OC2H5+O=C2H5OCH2CH2+OH                        	17.8045	2.3000	7107.0	23.7967	0.7248	4978.0	5.23	9.96	16.38	24.48	34.20	45.48	58.26	72.46	88.04	104.94	123.11	142.51	163.09	184.81	207.64	231.55	
C2H5OC2H5+O=C2H5OCHCH3+OH                         	17.3360	2.0000	403.0	22.4722	0.9588	3957.0	135.78	90.44	69.37	57.92	51.07	46.72	43.86	41.93	40.64	39.79	39.26	38.98	38.87	38.91	39.07	39.32	
C2H5OCHCH3+O2=C4H9ObOO                            	15.7675	1.6359	-842.3	29.4947	-0.7374	2110.8	54.27	50.97	51.59	54.32	58.44	63.62	69.69	76.55	84.16	92.47	101.48	111.18	121.56	132.62	144.36	156.80	
C4H9ObOO=C4H8ObOOHc                               	15.3904	1.3800	13882.6	17.8974	1.0433	23343.2	9016.93	1961.24	664.96	297.24	159.65	97.46	65.29	46.87	35.49	28.01	22.85	19.15	16.41	14.32	12.69	11.39	
C4H8ObOOHc=C4H8OcyObc+OH                          	27.1433	0.2000	19927.7	29.6287	-0.3588	17091.0	6.47	3.63	2.37	1.71	1.31	1.05	1.14	1.33	1.53	1.72	1.91	2.11	2.30	2.48	2.67	2.85	
C4H8ObOOHdOO=bCOC3H7OdOOH+OH                      	14.0306	1.2800	14623.8	15.2800	1.0872	15443.2	2.17	1.96	1.83	1.74	1.68	1.64	1.61	1.59	1.57	1.56	1.55	1.54	1.53	1.53	1.53	1.53	
C2H5OCH2OC2H5=CH3+C2H5OCH2OCH2                    	53.9674	-1.7620	90856.2	52.7007	-1.5338	71817.1	244161357.54	10441816.20	1104996.02	205861.56	55891.35	19745.30	8445.89	4169.16	2297.51	1380.32	888.55	604.93	431.26	319.47	244.41	192.18	
C2H5OCH2OC2H5=C2H5O+C2H5OCH2                      	60.7592	-2.9810	89993.9	49.1470	-1.0423	83032.9	1706.26	755.88	442.62	306.76	236.96	196.95	172.31	156.43	145.94	138.99	134.48	131.70	130.23	129.75	130.07	131.01	
C2H5OCH2OC2H5+H=C2H5OCH2OC2H4s+H2                 	13.4386	2.3200	3810.8	12.9363	2.4982	6311.1	6.76	4.30	3.10	2.42	1.99	1.70	1.49	1.33	1.21	1.12	1.04	1.03	1.09	1.14	1.20	1.25	
C2H5OCH2OC2H5+CH3=C2H5OCH2OC2H4s+CH4              	5.2470	2.7700	7175.6	3.8329	3.2896	8808.0	1.19	1.72	2.26	2.81	3.35	3.87	4.38	4.88	5.36	5.83	6.29	6.73	7.16	7.57	7.98	8.37	
C2H5OCH2OC2H5+C2H5=C2H5OCH2OC2H4p+C2H6            	-2.3310	3.6400	11096.3	9.6715	2.2128	10391.5	46.64	31.95	23.56	18.28	14.71	12.16	10.28	8.84	7.71	6.80	6.06	5.45	4.93	4.49	4.11	3.79	
C2H5OCH2OC2H4p=C2H5OCH2O+C2H4                     	22.9403	0.9890	23036.3	30.5889	0.0072	25863.7	3.66	2.73	2.26	2.00	1.84	1.74	1.68	1.65	1.62	1.62	1.62	1.62	1.63	1.65	1.67	1.69	
C3H8+OH=NC3H7+H2O                                 	15.7420	2.0000	677.3	13.5020	2.0167	3589.9	158.73	97.09	68.31	52.46	42.72	36.23	31.66	28.29	25.72	23.70	22.08	20.75	19.64	18.70	17.90	17.21	
C3H8+O2=NC3H7+HO2                                 	31.3124	0.0000	50900.0	30.1307	0.0854	50152.7	1.11	1.01	1.09	1.15	1.20	1.24	1.27	1.30	1.32	1.34	1.36	1.37	1.38	1.40	1.40	1.41	
NC3H7=C2H4+CH3                                    	25.8109	0.7900	30831.7	27.4302	0.4387	28988.2	3.64	2.51	1.90	1.54	1.30	1.13	1.00	1.10	1.20	1.30	1.39	1.48	1.56	1.65	1.72	1.80	
NC3H7O2=C3H6OOH1-3                                	13.9883	1.6000	21000.0	19.5876	0.9992	30448.3	2087.88	477.51	168.88	78.29	43.41	27.27	18.74	13.78	10.66	8.58	7.13	6.08	5.30	4.69	4.22	3.84	
C3H6OOH1-2=OH+C3H6O1-2                            	33.4422	-0.7460	13073.8	50.0044	-3.7327	22979.2	157653.20	51593.95	24953.08	15267.23	10861.08	8550.78	7224.95	6422.43	5925.91	5622.60	5449.34	5368.56	5356.82	5398.87	5484.49	5606.63	
C4H10+O=PC4H9+OH                                  	32.3584	0.0000	7850.0	24.4144	0.5343	6207.0	19.49	23.29	26.12	28.19	29.69	30.77	31.52	32.03	32.36	32.55	32.63	32.63	32.57	32.45	32.30	32.12	
C4H10+CH3O=PC4H9+CH3OH                            	26.4270	0.0000	7000.0	23.7670	0.3312	5999.1	1.50	1.35	1.26	1.20	1.17	1.14	1.12	1.11	1.11	1.10	1.10	1.10	1.11	1.11	1.11	1.12	
C4H10+H=SC4H9+H2                                  	14.7710	2.4000	4471.0	16.0320	2.0451	4383.1	2.35	2.55	2.72	2.87	3.02	3.15	3.27	3.38	3.49	3.59	3.69	3.78	3.87	3.95	4.03	4.11	
C4H10+CH3=SC4H9+CH4                               	1.1053	3.4600	5481.0	8.1524	2.7612	7155.3	2.77	3.23	3.55	3.75	3.89	3.97	4.01	4.02	4.01	3.99	3.96	3.92	3.87	3.82	3.77	3.72	
SC4H9=C3H6+CH3                                    	26.0892	0.8400	31309.8	27.1471	0.5983	29252.2	5.09	3.45	2.60	2.09	1.76	1.53	1.36	1.23	1.13	1.05	1.02	1.08	1.14	1.20	1.25	1.30	
SC4H9O2=C4H8OOH2-1                                	21.1003	1.1000	33500.0	18.6132	1.1678	29557.5	6.70	3.50	2.21	1.56	1.20	1.04	1.23	1.42	1.61	1.78	1.95	2.11	2.26	2.40	2.54	2.66	
C4H8OOH1-3+O2=C4H8OOH1-3O2                        	32.7924	-0.8160	-536.5	38.5784	-1.7107	210.4	1.69	1.76	1.84	1.94	2.05	2.16	2.27	2.39	2.50	2.62	2.74	2.86	2.97	3.09	3.21	3.33	
C4H8OOH1-3=OH+CH2O+C3H6                           	20.9303	1.3000	24900.0	24.8072	0.6074	24968.2	1.64	1.84	2.03	2.22	2.39	2.56	2.73	2.89	3.05	3.21	3.36	3.51	3.65	3.80	3.94	4.07	
C4H8OOH1-3=C4H8O1-3+OH                            	21.6749	0.6900	16000.0	27.3581	-0.1965	15844.9	1.39	1.15	1.01	1.16	1.30	1.44	1.57	1.71	1.85	1.98	2.11	2.24	2.37	2.50	2.63	2.76	
C4H8OOH1-3O2=NC4KET13+OH                          	9.2965	2.4000	19900.0	12.9148	1.6925	21586.6	11.89	10.20	9.29	8.78	8.48	8.31	8.23	8.21	8.23	8.28	8.35	8.43	8.53	8.64	8.76	8.88	
C4H8OOH2-4O2=NC4KET24+OH                          	4.0587	2.9000	17000.0	9.2647	2.1826	19103.1	3.93	3.15	2.73	2.49	2.34	2.24	2.18	2.14	2.12	2.11	2.11	2.11	2.12	2.14	2.15	2.17	
NC5H12+H=C5H11-1+H2                               	12.7628	2.6900	6450.0	10.2616	2.7613	7632.1	25.73	20.83	17.88	15.93	14.54	13.51	12.71	12.08	11.56	11.13	10.76	10.45	10.18	9.94	9.74	9.55	
NC5H12+H=C5H11-2+H2                               	14.7710	2.4000	4471.0	14.2306	2.3341	5623.1	8.24	6.88	6.05	5.50	5.12	4.83	4.61	4.44	4.30	4.19	4.09	4.01	3.94	3.88	3.83	3.79	
NC5H12+HO2=C5H11-3+H2O2                           	4.1463	3.3700	13720.0	3.6186	3.4958	12883.5	2.99	2.66	2.45	2.32	2.22	2.14	2.09	2.04	2.01	1.98	1.96	1.94	1.93	1.91	1.90	1.89	
NC5H12+CH3O2=C5H11-2+CH3O2H                       	4.8363	3.3700	15220.0	3.2417	3.5267	14068.1	1.71	1.45	1.30	1.19	1.12	1.07	1.03	1.00	1.03	1.05	1.06	1.08	1.09	1.10	1.11	1.12	
C5H11-2+O2=C5H11O2-2                              	33.4852	-0.8160	-536.5	35.4803	-1.2802	3.9	4.19	4.17	4.20	4.25	4.33	4.41	4.49	4.58	4.68	4.77	4.86	4.95	5.04	5.13	5.22	5.31	
C5H11O2-1=C5H10OOH1-2                             	19.8092	1.1000	30100.0	15.2780	1.2450	20148.9	592.95	114.70	35.60	14.84	7.53	4.38	2.82	1.95	1.43	1.10	1.14	1.39	1.66	1.94	2.23	2.52	
C5H11O2-3=C5H10OOH3-2                             	21.9564	0.9000	30500.0	18.2740	1.0923	26207.7	6.25	3.15	1.94	1.35	1.03	1.21	1.45	1.68	1.90	2.11	2.31	2.49	2.67	2.83	2.99	3.13	
C5H10OOH2-4=OH+CH3CHO+C3H6                        	20.8888	1.2000	22700.0	22.4513	0.8166	23788.6	6.79	6.07	5.65	5.39	5.23	5.12	5.06	5.02	4.99	4.98	4.99	5.00	5.01	5.03	5.06	5.08	
CH3OCH2OCH3+OH=CH3OCHOCH3+H2O                     	9.8482	2.7217	-1243.9	7.6472	2.7504	2358.9	283.95	154.35	99.80	71.92	55.72	45.42	38.41	33.40	29.67	26.80	24.53	22.70	21.20	19.95	18.89	17.99	
COCO2HOCJ=C3H6O3_13+OH                            	30.0633	-0.3829	19343.2	27.7850	-0.3321	16566.6	2.30	1.46	1.05	1.21	1.46	1.70	1.92	2.13	2.31	2.49	2.65	2.80	2.94	3.07	3.19	3.30	
CH3OCH2OCH3+O2=CH3OCHOCH3+HO2                     	16.3492	1.9950	40344.2	15.4265	2.0507	40556.1	2.20	2.10	2.03	1.98	1.94	1.90	1.88	1.85	1.83	1.81	1.80	1.78	1.77	1.76	1.75	1.74	
CH3OCH2OCH3+HO2=CH3OCH2OCH2+H2O2                  	2.5802	3.5570	12691.2	0.2264	3.7186	10853.1	1.65	1.25	1.03	1.12	1.25	1.37	1.46	1.55	1.62	1.69	1.74	1.79	1.84	1.87	1.91	1.94	
COCOCO2J=COCJOCO2H                                	20.1015	0.7650	14651.1	19.2082	0.8068	16529.3	12.48	9.04	7.17	6.02	5.26	4.71	4.31	3.99	3.75	3.55	3.38	3.24	3.12	3.02	2.93	2.85	
COCO2JOC=COCO2HOCJ                                	14.4307	1.5350	17238.0	20.1031	0.7484	19773.8	5.86	4.42	3.68	3.26	2.99	2.82	2.71	2.63	2.58	2.55	2.54	2.53	2.53	2.54	2.55	2.57	
CJOCOCO2H=CH2O+CH2OCH2O2H                         	38.0622	-1.2300	23374.8	30.1829	-0.0604	18708.5	59.47	33.65	23.04	17.71	14.67	12.78	11.54	10.70	10.10	9.68	9.39	9.18	9.04	8.95	8.90	8.89	
COCO2HOCJ=CH2O+CH3OCHO+OH                         	24.6393	0.7320	18614.0	31.2703	-0.3923	17740.5	1.69	1.19	1.11	1.40	1.70	2.00	2.32	2.65	2.98	3.32	3.66	4.01	4.36	4.72	5.08	5.45	
COCJOCO2H=C3H6O3_13+OH                            	31.7304	-0.4490	18700.0	24.4229	0.0924	15246.5	1.60	2.58	3.59	4.55	5.44	6.23	6.93	7.54	8.07	8.53	8.93	9.27	9.56	9.81	10.03	10.21	
CH3OCH2=CH3+CH2O                                  	29.7142	0.4403	26490.7	26.3553	0.0640	24193.2	29.52	46.48	64.86	83.85	102.91	121.75	140.18	158.11	175.48	192.27	208.50	224.17	239.30	253.92	268.04	281.71	
CH2OCH2O2H=CH2O+CH2O+OH                           	50.9933	-2.7200	24407.0	25.0492	0.3537	23304.4	308.82	212.15	150.75	110.42	83.04	63.89	50.13	40.01	32.42	26.61	22.10	18.55	15.71	13.42	11.55	10.01	
OME2+H=OME2A+H2                                   	13.9810	2.5200	6070.8	3.9427	3.2400	6650.5	467.59	372.07	310.64	267.84	236.29	212.05	192.80	177.14	164.12	153.12	143.69	135.51	128.33	121.99	116.34	111.26	
OME2+HO2=OME2B+H2O2                               	-2.1037	4.1800	7265.8	0.3552	3.7119	10199.1	30.04	20.00	15.13	12.37	10.65	9.50	8.68	8.09	7.64	7.29	7.02	6.80	6.63	6.49	6.37	6.28	
OME2+O2=OME2A+HO2                                 	4.8363	3.4900	40535.4	11.3881	2.5116	34232.5	911.38	264.90	107.06	53.32	30.59	19.40	13.24	9.56	7.22	5.64	4.53	3.73	3.13	2.67	2.30	2.02	
OME2A=CH3OCH2OCH2+CH2O                            	31.9391	0.0100	25549.7	24.1115	0.6767	22548.8	1.94	2.85	3.68	4.41	5.03	5.54	5.96	6.31	6.59	6.82	6.99	7.13	7.24	7.32	7.38	7.43	
OME2_OOH3_5=C4H8O4_35+OH                          	44.3424	-1.7900	13957.9	41.1309	-1.7855	18672.7	2775.34	1257.47	714.27	467.31	335.94	257.97	207.83	173.57	149.03	130.77	116.76	105.74	96.88	89.63	83.60	78.53	
C2H5OC2H5=C2H5+C2H5O                              	88.9751	-5.9940	99284.5	68.4946	-3.1438	98078.0	4.73	3.44	2.56	1.95	1.52	1.20	1.03	1.26	1.53	1.82	2.16	2.53	2.94	3.39	3.89	4.43	
C2H5OC2H5+H=C2H5OCHCH3+H2                         	20.1664	1.7100	5437.0	17.2451	2.0223	5654.2	3.32	3.02	2.81	2.64	2.51	2.40	2.30	2.22	2.15	2.09	2.04	1.99	1.94	1.90	1.86	1.83	
C2H5OCHCH3=C2H5+CH3CHO                            	43.6819	-1.4500	24658.0	36.7332	-1.2177	20700.3	4.58	8.53	13.22	18.29	23.46	28.56	33.48	38.16	42.55	46.67	50.49	54.04	57.34	60.39	63.21	65.82	
C4H9OaOO=C4H8OaOOHb                               	13.4120	1.6900	22886.6	16.4153	1.2374	18848.0	70.48	32.96	18.95	12.41	8.87	6.75	5.37	4.43	3.75	3.24	2.85	2.55	2.30	2.10	1.93	1.79	
C4H9ObOO=C4H8ObOOHa                               	13.0836	1.9200	30857.3	20.4955	0.7663	24010.8	1252.68	321.91	118.64	54.97	29.74	17.96	11.76	8.19	5.99	4.55	3.57	2.87	2.36	1.97	1.67	1.44	
C4H8ObOOHcOO=bCOC3H7OcOOH+OH                      	15.3904	1.3800	13882.6	18.2708	0.9751	17040.0	16.67	10.57	7.71	6.12	5.15	4.51	4.05	3.72	3.47	3.28	3.13	3.00	2.90	2.82	2.75	2.70	
C2OCOC2sO2Hc=C2H5OCHO+CH3CHO+OH                   	27.9458	0.0810	13737.9	25.7235	0.3876	19293.2	368.02	137.06	67.19	39.15	25.61	18.18	13.69	10.79	8.80	7.38	6.32	5.52	4.89	4.38	3.97	3.63	
C2H5OCH2OC2H5+CH3=C2H5OCH2OC2H4p+CH4              	-0.9862	3.7300	9637.9	4.5870	2.8671	8982.8	2.39	1.83	1.48	1.24	1.07	1.06	1.19	1.31	1.43	1.56	1.68	1.80	1.92	2.04	2.15	2.27	
C2H5OCH2OC2H5+C2H5=C2H5OCHOC2H5+C2H6              	19.6146	0.8650	12430.6	13.8403	1.7603	10928.1	3.68	3.36	3.23	3.18	3.18	3.21	3.26	3.33	3.41	3.50	3.59	3.68	3.78	3.88	3.99	4.09	
C3H8=C2H5+CH3                                     	65.0020	-2.9200	98522.4	65.6111	-2.9745	86939.4	151458.10	21486.94	5318.75	1864.71	824.59	429.02	251.24	160.79	110.18	79.66	60.13	47.00	37.81	31.15	26.19	22.41	
C3H8+H=NC3H7+H2                                   	14.1527	2.4910	6970.0	11.0522	2.5892	6048.2	4.77	5.47	6.02	6.45	6.80	7.09	7.32	7.52	7.69	7.83	7.95	8.05	8.14	8.22	8.29	8.35	
C3H8+HO2=IC3H7+H2O2                               	4.1463	3.3700	13720.0	6.7088	2.8937	11727.6	4.99	3.28	2.40	1.88	1.55	1.32	1.15	1.02	1.08	1.19	1.29	1.38	1.48	1.57	1.66	1.74	
C3H8+CH3=NC3H7+CH4                                	3.5410	3.4400	10400.0	3.0031	3.3348	8175.2	2.85	1.93	1.45	1.17	1.01	1.16	1.29	1.42	1.54	1.65	1.75	1.85	1.94	2.02	2.10	2.18	
C3H8+O=IC3H7+OH                                   	13.2159	2.5000	3140.0	22.4086	0.9782	4183.8	3.72	4.13	4.60	5.14	5.71	6.32	6.97	7.65	8.35	9.08	9.84	10.62	11.42	12.25	13.10	13.97	
C3H8+O=NC3H7+OH                                   	15.1265	2.4000	5505.0	25.2492	0.7552	5868.2	1.59	2.02	2.49	3.01	3.56	4.14	4.77	5.43	6.12	6.84	7.60	8.38	9.20	10.05	10.92	11.83	
C4H10+CH3O2=PC4H9+CH3O2H                          	3.0350	3.5900	17600.0	3.8604	3.2563	13869.5	12.26	6.17	3.75	2.56	1.90	1.49	1.22	1.02	1.13	1.29	1.44	1.59	1.74	1.88	2.03	2.17	
PC4H9O2=C4H8OOH1-4                                	14.0250	1.5000	20000.0	16.4523	1.2593	20546.1	1.47	1.54	1.58	1.61	1.62	1.63	1.64	1.64	1.63	1.63	1.62	1.62	1.61	1.60	1.59	1.59	
SC4H9O2=C4H8OOH2-3                                	21.2633	0.9000	29500.0	19.2457	1.0617	25379.9	22.97	11.85	7.42	5.23	4.00	3.23	2.72	2.36	2.09	1.89	1.73	1.60	1.50	1.41	1.34	1.28	
C4H8OOH2-4=C4H8O1-3+OH                            	21.6153	0.7800	18000.0	25.6368	-0.1004	15321.0	3.48	1.89	1.20	1.20	1.60	2.04	2.51	3.00	3.51	4.03	4.57	5.11	5.67	6.23	6.79	7.36	
NC5H12+OH=C5H11-1+H2O                             	17.1231	1.8130	868.4	20.0501	1.4090	2865.5	4.92	3.79	3.18	2.80	2.55	2.38	2.26	2.17	2.10	2.05	2.01	1.98	1.95	1.93	1.92	1.91	
NC5H12+CH3O=C5H11-1+CH3OH                         	26.4270	0.0000	7000.0	21.6415	0.6603	5834.2	1.63	1.52	1.46	1.44	1.43	1.44	1.45	1.47	1.49	1.52	1.54	1.57	1.60	1.63	1.66	1.69	
NC5H12+HO2=C5H11-2+H2O2                           	4.8395	3.3700	13720.0	3.0571	3.3893	14065.8	7.47	7.02	6.72	6.49	6.32	6.19	6.08	5.99	5.92	5.85	5.80	5.75	5.70	5.67	5.63	5.60	
NC5H12+CH3O=C5H11-3+CH3OH                         	25.4237	0.0000	5000.0	25.7830	0.1811	5644.4	2.31	2.66	2.95	3.20	3.42	3.62	3.79	3.95	4.09	4.22	4.34	4.45	4.55	4.65	4.74	4.83	
NC5H12+CH3O2=C5H11-1+CH3O2H                       	3.0350	3.5900	17600.0	3.4665	3.3367	14526.5	7.03	4.01	2.67	1.96	1.53	1.26	1.07	1.08	1.22	1.35	1.48	1.60	1.72	1.84	1.95	2.06	
NC5H12+CH3O2=C5H11-3+CH3O2H                       	4.1897	3.3700	15220.0	5.0606	3.1808	13684.4	3.46	2.58	2.09	1.77	1.56	1.40	1.28	1.19	1.12	1.05	1.00	1.04	1.09	1.13	1.16	1.20	
C5H11-3=C4H8-1+CH3                                	25.9436	0.8300	31548.8	30.3736	0.7019	34466.0	2.01	3.20	4.45	5.69	6.87	7.98	9.01	9.96	10.83	11.63	12.36	13.03	13.65	14.22	14.74	15.22	
C5H11-1+O2=C5H11O2-1                              	38.7678	-1.6270	198.7	34.5889	-1.3154	315.3	10.59	9.81	9.22	8.75	8.37	8.04	7.77	7.52	7.31	7.12	6.95	6.80	6.65	6.52	6.40	6.29	
C5H11-3+O2=C5H11O2-3                              	33.4852	-0.8160	-536.5	32.7306	-1.0326	-190.1	11.58	11.36	11.27	11.25	11.26	11.30	11.35	11.42	11.49	11.56	11.64	11.72	11.80	11.88	11.96	12.03	
C5H11O2-2=C5H10OOH2-5                             	13.3326	1.5000	20000.0	19.0557	0.9871	22805.7	1.33	1.09	1.41	1.70	1.95	2.16	2.33	2.48	2.61	2.72	2.80	2.88	2.94	2.99	3.03	3.06	
C5H10OOH1-3+O2=C5H10OOH1-3O2                      	32.6866	-0.8160	-536.5	32.2476	-1.0544	-102.9	10.56	10.25	10.10	10.03	10.00	10.01	10.04	10.08	10.13	10.19	10.25	10.32	10.38	10.45	10.52	10.59	
C5H10OOH3-1+O2=C5H10OOH3-1O2                      	37.9692	-1.6270	198.7	35.7833	-1.4823	444.3	4.64	4.33	4.11	3.95	3.81	3.71	3.61	3.54	3.47	3.41	3.35	3.31	3.26	3.22	3.19	3.15	
C5H10OOH2-4O2=NC5KET24+OH                         	5.1671	3.1000	17500.0	9.0073	2.3736	17788.9	2.62	2.85	3.08	3.31	3.53	3.75	3.97	4.18	4.39	4.60	4.80	5.00	5.20	5.39	5.59	5.78	
CH3OCH2OCH3=CH3O+CH3OCH2                          	39.9324	0.0000	86410.1	48.7069	-0.7745	80046.2	31759.74	9483.02	3925.99	1998.36	1169.20	754.94	524.10	384.40	294.24	233.00	189.64	157.86	133.89	115.36	100.74	88.99	
CH3OCHOCH3=CH3OCHO+CH3                            	24.6371	0.9860	14952.9	28.6285	0.1788	17995.2	59.54	41.41	32.57	27.60	24.54	22.54	21.18	20.23	19.56	19.09	18.77	18.55	18.41	18.34	18.32	18.34	
CH3OCH2OCH3+OH=CH3OCH2OCH2+H2O                    	4.1049	3.4980	-2206.4	11.2312	2.3767	1316.7	29.61	20.12	15.68	13.27	11.84	10.94	10.36	9.99	9.75	9.61	9.55	9.53	9.56	9.62	9.70	9.81	
CH3OCH2OCH3+CH3=CH3OCHOCH3+CH4                    	13.1949	2.0970	9608.0	8.6600	2.5574	7482.0	1.59	1.21	1.01	1.13	1.24	1.33	1.40	1.46	1.51	1.55	1.58	1.60	1.62	1.63	1.64	1.65	
CH3OCH2OCH3+O=CH3OCHOCH3+OH                       	13.9108	2.4500	2820.3	15.9270	1.8564	1885.7	2.08	2.71	3.32	3.91	4.48	5.02	5.55	6.05	6.54	7.01	7.47	7.92	8.35	8.77	9.19	9.59	
CH3OCH2OCH3+HO2=CH3OCHOCH3+H2O2                   	5.4205	3.1630	11759.1	1.3252	3.4787	10796.7	3.20	3.56	3.80	3.97	4.09	4.18	4.24	4.28	4.30	4.32	4.32	4.32	4.31	4.30	4.29	4.28	
CH3OCH2OCH3+CH3O=CH3OCHOCH3+CH3OH                 	12.7308	2.1260	4493.3	9.7740	2.5810	4554.5	1.21	1.10	1.02	1.05	1.11	1.17	1.22	1.28	1.33	1.37	1.42	1.46	1.51	1.55	1.59	1.63	
COCOCO2J=CJOCOCO2H                                	18.0202	0.5850	14125.2	22.2239	0.2509	15502.4	2.10	2.49	2.79	3.02	3.19	3.33	3.43	3.52	3.58	3.63	3.66	3.69	3.71	3.72	3.73	3.73	
CO2JOCOCO2H=CO2HOCOC*O+OH                         	27.0654	-0.0360	18379.5	18.6185	0.8607	16605.5	2.97	3.40	3.66	3.81	3.88	3.90	3.88	3.84	3.78	3.72	3.65	3.57	3.50	3.42	3.34	3.27	
CH3OCH3+HO2=CH3OCH2+H2O2                          	-5.7540	4.6400	10556.0	3.3331	3.2535	10833.2	1.21	1.01	1.22	1.43	1.65	1.88	2.12	2.36	2.62	2.88	3.14	3.42	3.70	3.99	4.28	4.58	
CH3OCH3+CH3O2=CH3OCH2+CH3O2H                      	-6.6703	4.6400	10556.0	0.4753	3.7012	15067.3	25.25	14.06	9.46	7.15	5.83	5.00	4.45	4.06	3.79	3.58	3.43	3.32	3.23	3.17	3.12	3.08	
CH3OCH3+H=CH3OCH2+H2                              	15.8595	2.0900	3384.0	17.1617	1.9158	4752.3	3.18	2.61	2.28	2.06	1.91	1.80	1.72	1.66	1.61	1.57	1.54	1.51	1.49	1.47	1.46	1.44	
OME2+O2=OME2B+HO2                                 	11.0300	2.5000	37249.2	8.7159	3.1075	36916.0	6.03	6.37	6.72	7.08	7.43	7.77	8.11	8.44	8.77	9.09	9.40	9.71	10.01	10.31	10.60	10.89	
OME2_OOH1_5=CH3OCHO+CH2OCH2O2H                    	33.8963	0.3000	13121.4	28.2291	0.0215	16764.2	63835.53	36453.62	24594.18	18400.01	14739.78	12381.58	10762.88	9597.10	8725.44	8053.92	7523.86	7097.00	6747.42	6457.04	6212.89	6005.47	
OME2_OOH1_5=C4H8O4_15+OH                          	31.2971	-0.2000	20411.1	40.8375	-1.6748	18165.7	13.94	7.31	4.45	2.99	2.15	1.62	1.27	1.03	1.18	1.40	1.64	1.89	2.15	2.43	2.72	3.02	
OME2_OOH1_3=CH3OCH2+HO2CH2OCHO                    	41.9653	-0.5300	13408.2	34.0283	-0.5292	18729.6	589953.79	241602.09	127688.43	79146.83	54559.49	40515.00	31758.44	25925.43	21834.81	18846.25	16589.06	14836.89	13445.16	12318.02	11389.84	10614.41	
OME2_OOH1_3=COCOC*O+CH2O2H                        	32.6680	0.1900	15344.2	23.0639	0.6418	15991.8	1716.94	1418.42	1224.22	1087.39	985.41	906.19	842.66	790.42	746.58	709.19	676.84	648.52	623.48	601.15	581.08	562.92	
OME2_OOH1_3=C4H8O4_13+OH                          	55.1600	-2.5800	21391.0	37.1780	-1.2542	17691.7	411.45	600.94	763.07	891.35	987.46	1056.05	1102.31	1130.98	1146.02	1150.65	1147.40	1138.26	1124.76	1108.07	1089.12	1068.61	
C2H5OC2H5+CH3=C2H5OCHCH3+CH4                      	9.5104	2.7500	11054.0	11.5029	2.2003	6375.8	26.69	11.02	5.78	3.53	2.38	1.73	1.33	1.06	1.15	1.36	1.58	1.81	2.04	2.27	2.51	2.74	
C2H5OC2H5+HO2=C2H5OCHCH3+H2O2                     	-7.0187	4.6000	4320.0	0.2129	3.7257	11781.6	302.36	101.43	47.47	27.29	17.96	12.97	10.02	8.14	6.86	5.95	5.29	4.79	4.40	4.09	3.84	3.64	
C2H5OCH2=C2H5+CH2O                                	42.6936	-2.1600	18935.0	38.3509	-1.4351	25252.4	490.76	149.02	62.52	32.17	18.99	12.36	8.64	6.38	4.91	3.91	3.19	2.67	2.27	1.97	1.72	1.53	
C2H5OCHOC2H5=C2H5OCHO+C2H5                        	26.0014	0.5860	14216.1	28.1240	0.1232	19066.9	280.27	135.16	81.18	55.84	42.02	33.64	28.16	24.36	21.62	19.57	17.99	16.74	15.74	14.92	14.24	13.68	
C3H8+HO2=NC3H7+H2O2                               	3.0350	3.5900	15600.0	3.3296	3.2743	11632.8	10.23	4.96	2.94	1.97	1.44	1.12	1.11	1.32	1.54	1.76	1.98	2.20	2.41	2.62	2.82	3.03	
C3H8+CH3=IC3H7+CH4                                	0.4121	3.4600	5480.0	3.3457	3.2014	7018.5	1.25	1.01	1.14	1.27	1.37	1.45	1.52	1.58	1.62	1.66	1.69	1.72	1.74	1.76	1.78	1.79	
O2+NC3H7=NC3H7O2                                  	37.5689	-1.3000	803.4	38.8825	-1.8273	1601.8	15.91	15.32	15.10	15.08	15.18	15.34	15.56	15.80	16.06	16.34	16.62	16.91	17.20	17.50	17.79	18.09	
O2+IC3H7=IC3H7O2                                  	67.2878	-5.1500	5036.5	42.0259	-2.2306	2526.3	98.77	88.37	76.12	64.59	54.58	46.17	39.21	33.47	28.73	24.80	21.54	18.80	16.50	14.55	12.90	11.48	
O2+C3H6OOH2-1=C3H6OOH2-1O2                        	59.4918	-4.3500	4019.8	44.5414	-2.6986	4235.2	134.87	96.27	72.73	57.22	46.40	38.52	32.59	28.00	24.36	21.43	19.02	17.02	15.34	13.91	12.68	11.62	
C3H6OOH2-1O2=OH+C3KET21                           	21.4362	0.5150	23246.5	17.9936	0.7823	24056.7	13.42	11.16	9.72	8.72	7.98	7.42	6.97	6.60	6.30	6.04	5.81	5.62	5.44	5.29	5.15	5.03	
