Validation results on test dataset:
R2 of lnk within 500-2000K is 0.9543
Average RMSE of lnk within 500-2000K is 2.6166
Average NRMSE of lnk within 500-2000K is 13.85%

	R2 score	RMSE	MPE	NRMSE
lnA:	-3.3774	33.9208	377.02%	145.47%
n:	-3.7630	4.2875	1037932402.81%	249.19%
E:	0.8501	8090.4009	165.02%	42.60%
lnk(500K):	0.9636	3.3857	56.48%	20.29%
lnk(1000K):	0.9169	2.3325	19.93%	11.66%
lnk(2000K):	0.6995	2.2691	6.51%	9.06%

Details:
Temp.:	2000	1666	1428	1250	1111	1000	909	833	769	714	666	625	588	555	526	500
RMSE:	2.2691	2.1756	2.1691	2.2062	2.2642	2.3325	2.4068	2.4857	2.5698	2.6599	2.7573	2.8632	2.9784	3.1036	3.2393	3.3857
NRMSE:	9.06%	9.09%	9.50%	10.14%	10.93%	11.66%	12.38%	13.16%	13.92%	14.71%	15.53%	16.41%	17.33%	18.29%	19.26%	20.29%
	Truth						Prediction
Rxn.	lnA	n	E	lnk(500K)	lnk(1000K)	lnk(2000K)	lnA	n	E	lnk(500K)	lnk(1000K)	lnk(2000K)
CH3OCH2OCH3+O2=CH3OCHOCH3+HO2	16.3492	1.9950	40344.1653	-11.8566	9.8282	21.3620	35.0835	-0.2489	49879.7194	-16.6643	8.2636	20.6413
CH3OCH2OCH3+HO2=CH3OCH2OCH2+H2O2	2.5802	3.5570	12691.2063	11.9127	20.7646	26.4234	-5.9155	4.6004	10085.9051	12.5231	20.7873	26.5137
COCOCO2J=COCJOCO2H	20.1015	0.7650	14651.0550	10.1103	18.0132	22.2299	0.7666	2.9111	9577.2275	9.2189	16.0562	20.4837
COCO2JOC=COCO2HOCJ	14.4307	1.5350	17238.0007	6.6211	16.3596	21.7608	-22.7975	5.9990	8538.7947	5.8901	14.3452	20.6518
CJOCOCO2H=CH2O+CH2OCH2O2H	38.0622	-1.2300	23374.7583	6.8930	17.8030	22.8318	-21.7788	6.7490	10686.3806	9.4084	19.4640	26.8309
COCO2HOCJ=CH2O+CH3OCHO+OH	24.6392	0.7320	18613.9937	10.4545	20.3288	25.5197	42.8754	-1.4507	23036.5300	10.6749	21.2618	26.0524
COCJOCO2H=C3H6O3_13+OH	31.7303	-0.4490	18699.9949	10.1196	19.2186	23.6124	8.1606	2.4164	12816.4066	10.2789	18.4033	23.3030
CH3OCH2=CH3+CH2O	29.7142	0.4403	26490.7002	5.7891	19.4249	26.3954	24.9935	0.6026	24921.4062	3.6563	16.6149	23.3030
CH2OCH2O2H=CH2O+CH2O+OH	50.9933	-2.7200	24407.0003	9.5255	19.9222	24.1779	18.0992	1.6592	21332.2377	6.9411	18.8260	25.3435
PODE2+H=PODE2A+H2	13.9810	2.5200	6070.7508	23.5320	28.3336	31.6078	62.7806	-3.8164	18286.3652	20.6592	27.2159	29.1716
PODE2+HO2=PODE2B+H2O2	-2.1037	4.1800	7265.7753	16.5608	23.1144	27.8399	12.5135	2.3061	12927.3821	13.8341	21.9378	26.7889
PODE2+O2=PODE2A+HO2	4.8363	3.4900	40535.3714	-14.2711	8.5462	21.1643	-29.5943	7.7230	30729.3863	-12.5260	8.2908	21.3758
PODE2A=CH3OCH2OCH2+CH2O	31.9391	0.0100	25549.7097	6.2871	19.1511	25.5866	8.4475	2.9413	19834.9290	6.7642	18.7843	25.8137
PODE2_OOH3_5=C4H8O4_35+OH	44.3424	-1.7900	13957.9303	19.1705	24.9537	27.2249	19.5634	1.2453	8407.2174	18.8411	23.9350	26.9135
C2H5OC2H5=C2H5+C2H5O	88.9751	-5.9940	99284.4587	-48.1991	-2.3919	18.4343	156.9102	-14.4769	113210.3448	-46.9976	-0.0626	18.3875
C2H5OC2H5+H=C2H5OCHCH3+H2	20.1664	1.7100	5436.9999	25.3214	29.2427	31.7959	33.0685	0.0319	9499.8078	23.7059	28.5085	30.9208
C2H5OCHCH3=C2H5+CH3CHO	43.6819	-1.4500	24658.0032	9.8540	21.2573	26.4564	22.9716	0.6612	18332.0053	8.6304	18.3137	23.3845
C4H9OaOO=C4H8OaOOHb	13.4120	1.6900	22886.5995	0.8808	13.5692	20.4991	10.0880	1.7055	18478.4306	2.0898	12.5706	18.4022
C4H9ObOO=C4H8ObOOHa	13.0836	1.9200	30857.3035	-6.0403	10.8185	19.9134	13.4066	1.7833	17909.1004	6.4645	16.7128	22.4550
C4H8ObOOHcOO=bCOC3H7OcOOH+OH	15.3904	1.3800	13882.6011	9.9945	17.9371	22.3866	-7.8313	4.1685	10571.7324	7.4342	15.6434	21.1927
C2OCOC2sO2Hc=C2H5OCHO+CH3CHO+OH	27.9458	0.0810	13737.8969	14.6229	21.5922	25.1049	101.4695	-8.5324	37687.6278	10.5134	23.5644	27.1327
C2H5OCH2OC2H5+CH3=C2H5OCH2OC2H4p+CH4	-0.9862	3.7300	9637.9018	12.4944	19.9298	24.9402	12.8980	1.9566	12281.0322	12.6974	20.2337	24.6799
C2H5OCH2OC2H5+C2H5=C2H5OCHOC2H5+C2H6	19.6146	0.8650	12430.6001	12.4796	19.3345	23.0617	15.0017	1.6030	11438.4699	13.4515	20.3186	24.3078
C3H8=C2H5+CH3	65.0020	-2.9200	98522.4035	-52.3015	-4.7471	18.0181	171.5525	-16.6871	108364.6991	-41.2136	1.7510	17.4500
C3H8+H=NC3H7+H2	14.1527	2.4910	6970.0013	22.6184	27.8525	31.3328	34.8487	-0.2361	9968.7537	23.3485	28.2013	30.5459
C3H8+HO2=IC3H7+H2O2	4.1463	3.3700	13719.9973	11.2812	20.5213	26.3093	14.2183	2.0574	15036.5185	11.8711	20.8639	26.0733
C3H8+CH3=NC3H7+CH4	3.5410	3.4400	10399.9987	14.4522	22.0702	27.0713	4.5389	3.0860	8613.0488	15.0484	21.5217	25.8278
C3H8+O=IC3H7+OH	13.2159	2.5000	3140.0010	25.5922	28.9051	31.4281	39.8337	-0.9640	10472.5880	23.3026	27.9044	29.8712
C3H8+O=NC3H7+OH	15.1265	2.4000	5504.9982	24.5012	28.9349	31.9836	42.3475	-1.3003	10187.2597	24.0136	28.2387	29.9006
C4H10+CH3O2=PC4H9+CH3O2H	3.0349	3.5900	17599.9964	7.6321	18.9771	25.8939	12.5101	2.1719	15855.4316	10.0500	19.5342	25.0290
PC4H9O2=C4H8OOH1-4	14.0250	1.5000	20000.0002	3.2181	14.3222	20.3941	-5.4819	3.7271	14277.1368	3.3113	13.0792	19.2549
SC4H9O2=C4H8OOH2-3	21.2633	0.9000	29500.0019	-2.8335	12.6353	20.6816	32.2869	-0.7024	30038.0860	-2.3100	12.3188	19.3898
C4H8OOH2-4=C4H8O1-3+OH	21.6153	0.7800	18000.0043	8.3468	17.9454	23.0150	28.8887	-0.3506	17329.0438	9.2693	17.7466	21.8638
NC5H12+OH=C5H11-1+H2O	17.1231	1.8130	868.4028	27.5162	29.2099	30.6851	28.5934	0.3480	3952.0220	26.7789	29.0089	30.2445
NC5H12+CH3O=C5H11-1+CH3OH	26.4271	-0.0000	7000.0016	19.3820	22.9045	24.6658	18.4424	1.1801	6811.9563	18.9206	23.1665	25.6985
NC5H12+HO2=C5H11-2+H2O2	4.8395	3.3700	13719.9999	11.9743	21.2144	27.0024	14.3004	1.8897	14828.9640	11.1199	19.8919	24.9329
NC5H12+CH3O=C5H11-3+CH3OH	25.4237	-0.0000	5000.0008	20.3916	22.9076	24.1657	2.4474	3.1776	1188.6110	20.9990	23.7997	26.3013
NC5H12+CH3O2=C5H11-1+CH3O2H	3.0349	3.5900	17599.9964	7.6321	18.9771	25.8939	23.3615	0.9504	19637.4682	9.5041	20.0449	25.6446
NC5H12+CH3O2=C5H11-3+CH3O2H	4.1897	3.3700	15220.0001	9.8149	19.8098	25.9752	16.4193	1.8193	17394.2211	10.2192	20.2334	25.8710
C5H11-3=C4H8-1+CH3	25.9436	0.8300	31548.7555	-0.6502	15.8011	24.3144	39.6045	-0.5997	38462.7432	-2.8330	16.1065	25.3684
C5H11-1+O2=C5H11O2-1	38.7678	-1.6270	198.6983	28.4567	27.4289	26.3511	35.2113	-1.0873	-479.3604	28.9367	27.9418	27.0675
C5H11-3+O2=C5H11O2-3	33.4853	-0.8160	-536.4952	28.9541	28.1185	27.4179	39.8077	-1.5560	2342.4299	27.7803	27.8805	27.3913
C5H11O2-2=C5H10OOH2-5	13.3326	1.5000	20000.0004	2.5258	13.6299	19.7018	-10.4411	4.3480	11897.0165	4.6064	13.6071	19.6143
C5H10OOH1-3+O2=C5H10OOH1-3O2	32.6866	-0.8160	-536.4982	28.1555	27.3199	26.6193	33.7266	-0.9665	-211.7517	27.9333	27.1568	26.4336
C5H10OOH3-1+O2=C5H10OOH3-1O2	37.9692	-1.6270	198.6996	27.6581	26.6303	25.5525	23.5054	0.1635	-3470.9283	28.0149	26.3816	25.6216
C5H10OOH2-4O2=NC5KET24+OH	5.1671	3.1000	17499.9983	6.8197	17.7748	24.3267	19.8672	0.7298	19897.9055	4.3766	14.8955	20.4079
CH3OCH2OCH3=CH3O+CH3OCH2	39.9324	0.0000	86410.1301	-47.0341	-3.5509	18.1908	13.8381	2.7847	66000.1820	-35.2815	-0.1387	18.3977
CH3OCHOCH3=CH3OCHO+CH3	24.6371	0.9860	14952.8937	15.7155	23.9235	28.3693	23.2221	0.6598	11711.0603	15.5362	21.8868	25.2908
CH3OCH2OCH3+OH=CH3OCH2OCH2+H2O	4.1049	3.4980	-2206.4083	28.0644	29.3787	31.2482	11.0537	2.5131	-848.9254	27.5260	28.8408	30.3691
CH3OCH2OCH3+CH3=CH3OCHOCH3+CH4	13.1949	2.0970	9608.0283	16.5570	22.8455	26.7165	-15.1941	5.8643	4523.8400	16.6974	23.0387	28.2418
CH3OCH2OCH3+O=CH3OCHOCH3+OH	13.9108	2.4500	2820.2634	26.2982	29.4156	31.8234	12.8408	2.3285	-200.0386	27.5130	29.0263	30.5900
CH3OCH2OCH3+HO2=CH3OCHOCH3+H2O2	5.4205	3.1630	11759.0812	13.2425	21.3524	26.5035	-15.7994	5.7724	6628.1298	13.4029	20.7394	26.4083
CH3OCH2OCH3+CH3O=CH3OCHOCH3+CH3OH	12.7308	2.1260	4493.3093	21.4208	25.1556	27.7598	-13.8668	5.6034	-1626.6942	22.5932	25.6586	29.1332
COCOCO2J=CJOCOCO2H	18.0202	0.5850	14125.2376	7.4396	14.9531	18.9127	29.9205	-0.8019	14594.5451	10.2487	17.0372	20.1535
CO2JOCOCO2H=CO2HOCOC*O+OH	27.0654	-0.0360	18379.5448	8.3438	17.5678	22.1673	11.3864	1.6646	13513.8409	8.1306	16.0849	20.6390
CH3OCH3+HO2=CH3OCH2+H2O2	-5.7541	4.6400	10555.9932	12.4578	20.9860	26.8582	23.6511	1.1928	16977.0387	13.9775	23.3474	28.4458
CH3OCH3+CH3O2=CH3OCH2+CH3O2H	-6.6703	4.6400	10555.9973	11.5415	20.0697	25.9419	-51.5446	10.4481	841.2716	12.5393	20.2047	27.6584
CH3OCH3+H=CH3OCH2+H2	15.8594	2.0900	3383.9965	25.4422	28.5938	30.8939	11.2400	2.5860	1455.0290	25.8465	28.3711	30.5297
PODE2+O2=PODE2B+HO2	11.0300	2.5000	37249.2480	-10.9225	9.5549	20.6600	20.6652	1.8064	38608.5006	-6.9659	13.7147	24.6811
PODE2_OOH1_5=CH3OCHO+CH2OCH2O2H	33.8963	0.3000	13121.4095	22.5548	29.3657	32.8751	14.1642	1.8581	6825.1904	18.8424	23.5649	26.5701
PODE2_OOH1_5=C4H8O4_15+OH	31.2971	-0.2000	20411.0907	9.5117	19.6443	24.6413	37.3691	-1.3780	15083.2827	13.6247	20.2598	23.0997
PODE2_OOH1_3=CH3OCH2+HO2CH2OCHO	41.9653	-0.5300	13408.2130	25.1770	31.5569	34.5632	34.2641	-0.5207	14579.1679	16.3549	23.3304	26.6378
PODE2_OOH1_3=COCOC*O+CH2O2H	32.6680	0.1900	15344.1727	18.4058	26.2590	30.2514	29.9970	-0.1887	13774.0202	14.9618	21.7624	25.0973
PODE2_OOH1_3=C4H8O4_13+OH	55.1600	-2.5800	21391.0110	17.5976	26.5736	30.1675	35.9806	-1.3134	11658.4893	16.0845	21.0409	23.0639
C2H5OC2H5+CH3=C2H5OCHCH3+CH4	9.5105	2.7500	11054.0037	15.4754	22.9442	27.6316	-10.3048	5.2363	5342.0526	16.8605	23.1783	28.1519
C2H5OC2H5+HO2=C2H5OCHCH3+H2O2	-7.0187	4.6000	4319.9956	17.2207	22.5831	26.8585	-32.0397	7.7974	4980.3717	11.4060	19.3170	25.9748
C2H5OCH2=C2H5+CH2O	42.6936	-2.1600	18935.0001	10.2131	18.2444	21.5114	39.5634	-1.2220	23732.2398	8.0839	19.1794	24.3036
C2H5OCHOC2H5=C2H5OCHO+C2H5	26.0014	0.5860	14216.1018	15.3355	22.8955	26.8786	59.8489	-3.8943	23002.2151	12.4969	21.3727	24.4610
C3H8+HO2=NC3H7+H2O2	3.0350	3.5900	15600.0017	9.6449	19.9836	26.3971	-31.8194	7.8206	5264.9902	11.4835	19.5538	26.2993
C3H8+CH3=IC3H7+CH4	0.4121	3.4600	5479.9978	16.3994	21.5553	25.3324	-18.1783	6.0327	3109.7346	16.1825	21.9289	26.8928
O2+NC3H7=NC3H7O2	37.5689	-1.3000	803.4169	28.6813	28.1845	27.4856	30.0823	-0.4199	-688.2455	28.1652	27.5278	27.0635
O2+IC3H7=IC3H7O2	67.2878	-5.1500	5036.4497	30.2137	29.1784	26.8759	25.6886	0.1408	-2028.5031	28.6052	27.6820	27.2692
O2+C3H6OOH2-1=C3H6OOH2-1O2	59.4918	-4.3500	4019.7437	28.4126	27.4202	25.4165	26.7218	-0.0378	-1710.6150	28.2085	27.3215	26.8649
C3H6OOH2-1O2=OH+C3KET21	21.4362	0.5150	23246.5013	1.2406	13.2956	19.5016	0.6258	3.2602	17805.3073	2.9667	14.1865	20.9263
C4H10+H=PC4H9+H2	12.7628	2.6900	6449.9955	22.9886	28.0989	31.5864	28.1068	0.5011	7106.3491	24.0689	27.9923	30.1277
C4H10+O2=PC4H9+HO2	31.7254	0.0000	52340.0002	-20.9517	5.3869	18.5561	-6.1088	4.4148	39538.8851	-18.4662	4.4906	17.4991
C4H10+OH=PC4H9+H2O	23.0784	0.9700	1586.0009	27.5104	28.9809	30.0523	18.2291	1.5811	576.7600	27.4748	28.8610	30.1021
C4H10+CH3=PC4H9+CH4	3.5410	3.4400	10399.9987	14.4522	22.0702	27.0713	-32.9059	7.8293	-515.6330	16.2689	21.4363	26.7334
PC4H9=C2H4+C2H5	27.9957	0.6200	29636.7138	2.0212	17.3647	25.2513	33.8758	-0.7160	28207.9435	1.0366	14.7351	21.3362
PC4H9O2=C4H8OOH1-2	19.8092	1.1000	30099.9985	-3.6485	12.2608	20.5968	45.1000	-2.3045	31271.0861	-0.6940	13.4448	19.7156
PC4H9O2=C4H8OOH1-3	16.4256	1.3000	18200.0011	6.1874	16.2471	21.7275	33.4800	-1.0335	22375.7457	4.5374	15.0810	19.9946
C4H8OOH2-4+O2=C4H8OOH2-4O2	38.0748	-1.6270	198.7021	27.7636	26.7359	25.6581	26.8247	-0.0340	-1487.6667	28.1104	27.3382	26.9403
NC5H12=PC4H9+CH3	62.8375	-2.6400	97629.5006	-51.8272	-4.5280	18.2066	13.2584	3.0205	77162.9153	-45.6304	-4.7069	16.8016
NC5H12+O=C5H11-2+OH	31.6599	-0.0000	5200.0019	26.4265	29.0432	30.3516	31.9946	-0.0891	5156.8653	26.2511	28.7844	30.0202
NC5H12+O=C5H11-3+OH	30.9668	0.0000	5199.9999	25.7333	28.3500	29.6584	37.4403	-0.7411	6985.1135	25.8043	28.8056	30.0494
NC5H12+CH3=C5H11-3+CH4	11.3386	2.1330	7573.9997	16.9716	22.2614	25.6456	5.4922	2.9446	7192.2896	16.5530	22.2133	26.0640
C5H11O2-1=C5H10OOH1-3	16.4256	1.3000	18200.0011	6.1874	16.2471	21.7275	16.8275	1.0720	19405.8793	3.9589	14.4674	20.0932
C5H11O2-1=C5H10OOH1-5	12.5917	1.5000	19900.0019	1.8854	12.9392	18.9860	-4.0053	3.5840	13414.3802	4.7674	14.0020	19.8615
C5H11O2-2=C5H10OOH2-4	24.9765	0.2000	19500.0029	6.5938	16.5452	21.5903	28.6490	-0.2401	25657.5004	1.3342	14.0791	20.3683
C5H11O2-3=C5H10OOH3-1	17.1748	1.4000	20799.9985	4.9414	16.3787	22.5826	25.6757	0.0448	21901.2259	3.9118	14.9640	20.5056
C5H10OOH1-3=C5H10O1-3+OH	27.5808	-0.0000	16620.2880	10.8535	19.2171	23.3990	28.4879	-0.4241	14749.7618	11.0074	18.1358	21.5530
C5H10OOH2-4=C5H10O2-4+OH	27.1753	-0.0000	17612.6841	9.4492	18.3123	22.7438	42.6853	-2.1417	23852.1347	5.3699	15.8883	20.4052
C5H10OOH3-1=C5H10O1-3+OH	27.1753	-0.0000	17334.6817	9.7290	18.4522	22.8137	36.9430	-1.5211	21998.9482	5.3493	15.3652	19.8460
C5H10OOH3-1O2=NC5KET31+OH	4.0580	2.9000	17000.0028	4.9709	15.5358	21.8233	21.6235	0.7520	20779.4812	5.3835	16.3613	22.1109
